,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,RecordName,Download Link,SizeGB,Version,Format,License,Classification,UpdateFrequency,LifecycleStage,Description,Note,industry,keywords ,Type,P-ID,category1,category2,category3,category4,source code License,hash,error,uploaded
333,333,333,333,BelgiumTS Dataset,https://btsd.ethz.ch/shareddata/BelgiumTS/Seqs/Seq04_05.tar01,0.16,1/1/2011,tar,proprietary,public,,Sequence 04,"annotations, 4001 frames","If you use the material from this dataset, please cite one of the following publications, accordingly",Automotive,annotations,image,P1074,Self-driving cars,,,,,8ef0a02b0057d502e62664bd9638a490bb948e9149d2bde8d4d52c32f3e8ff0d,,False
334,334,334,334,BelgiumTS Dataset,https://btsd.ethz.ch/shareddata/BelgiumTS/Seqs/Seq04_06.tar00,1.0,1/1/2011,tar,proprietary,public,,Sequence 04,"annotations, 4001 frames","If you use the material from this dataset, please cite one of the following publications, accordingly",Automotive,annotations,image,P1074,Self-driving cars,,,,,adc12e7415dd3aab2f377ad40b57de29b3de51e2ec9b4b583113babcce52a88a,,False
335,335,335,335,BelgiumTS Dataset,https://btsd.ethz.ch/shareddata/BelgiumTS/Seqs/Seq04_06.tar01,0.16,1/1/2011,tar,proprietary,public,,Sequence 04,"annotations, 4001 frames","If you use the material from this dataset, please cite one of the following publications, accordingly",Automotive,annotations,image,P1074,Self-driving cars,,,,,6ff6b888cf3dd1f3347524f3e6a6dcf4f34343dc024db3bfa843eea0a8ff9cf6,,False
336,336,336,336,BelgiumTS Dataset,https://btsd.ethz.ch/shareddata/BelgiumTS/Seqs/Seq04_07.tar00,1.0,1/1/2011,tar,proprietary,public,,Sequence 04,"annotations, 4001 frames","If you use the material from this dataset, please cite one of the following publications, accordingly",Automotive,annotations,image,P1074,Self-driving cars,,,,,1f5a1a8f8164533cbcca34e344bfae43f5485264294b80657f4eae0a1410feac,,False
337,337,337,337,BelgiumTS Dataset,https://btsd.ethz.ch/shareddata/BelgiumTS/Seqs/Seq04_07.tar01,0.16,1/1/2011,tar,proprietary,public,,Sequence 04,"annotations, 4001 frames","If you use the material from this dataset, please cite one of the following publications, accordingly",Automotive,annotations,image,P1074,Self-driving cars,,,,,9bae3958a5a655b73e5c4e27c20ec92b1afff7feab4393025e3c8486d3c192f6,,False
338,338,338,338,hciLab driving dataset,https://www.hcilab.org/wp-content/uploads/hcilab_driving_dataset.zip,0.036000000000000004,10/30/2013,zip,Open Database License,public,,initial,Instance-level & Pixel-level labels,"If you use the material from this dataset, please cite one of the following publications, accordingly",Automotive,"road types, exits, on-ramps, workload",image,P1075,Self-driving cars,,,,,21eed4fd3af59d15d2ca4c3720a81955821e64f1fff879251e6a5e604a435f97,,False
339,339,339,339,Joint Attention for Autonomous Driving (JAAD) Dataset,data.nvision2.eecs.yorku.ca/JAAD_dataset/data/JAAD_clips.zip,3.1,3/6/2018,zip,proprietary,public,,4,"videos 1-60: GoPro Hero+ (1920x1980), videos 61-70: Highscreen Box Connect (1280x720), videos 71-346: Garmin GDR-35 (1920x1980)",Annotations for the dataset can be downloaded from our GitHub repo (https://github.com/ykotseruba/JAAD_dataset),Automotive,"pedestrians, behaviour",video,P1076,Self-driving cars,,,,,b710719f2c3478d5abfc1af57091c9308195832a09e944d45ec8ef4da3239394,,False
340,340,340,340,Predicting Driver Intent from Models of Naturalistic Driving in Intelligent Transportation Systems,its.acfr.usyd.edu.au/wordpress/wp-content/uploads/2014/05/20150423T032510_ivssg-2_EKF_ALL_GNSS.csv.gz,0.0092,1/1/2015,zip,,public,,initial,"This is a rich dataset derived from a vehicle driving around urban streets around the Australian Centre for Field Robotics in Sydney. The data were collected by a system fusing GPS and dead reckoning information from gyroscopes and odometry, at a resolution of 10 hertz.",,Automotive,"urban streets, Australia",GPS,P1077,Self-driving cars,,,,,cd076ec038b4720668356d851a96f1261e0df8e1d7e1c37c96d80ef0bdfbd950,,False
341,341,341,341,Predicting Driver Intent from Models of Naturalistic Driving in Intelligent Transportation Systems,its.acfr.usyd.edu.au/wordpress/wp-content/uploads/2014/05/20150414T041122_ivssg-2_EKF_All_GNSS.csv.gz,0.026,1/1/2015,zip,,public,,initial,"This is a rich dataset derived from a vehicle driving around urban streets around the Australian Centre for Field Robotics in Sydney. The data were collected by a system fusing GPS and dead reckoning information from gyroscopes and odometry, at a resolution of 10 hertz.",,Automotive,"urban streets, Australia",GPS,P1077,Self-driving cars,,,,,46ac0c589c5d01d512ec22e83c58fc30ac13e77974304bf88684eff0af0ca180,,False
342,342,342,342,Predicting Driver Intent from Models of Naturalistic Driving in Intelligent Transportation Systems,its.acfr.usyd.edu.au/wordpress/wp-content/uploads/2014/05/20150323T041228_ivssg-2_EKF_All_GNSS.csv.gz,0.02,1/1/2015,zip,,public,,initial,"This is a rich dataset derived from a vehicle driving around urban streets around the Australian Centre for Field Robotics in Sydney. The data were collected by a system fusing GPS and dead reckoning information from gyroscopes and odometry, at a resolution of 10 hertz.",,Automotive,"urban streets, Australia",GPS,P1077,Self-driving cars,,,,,321b1222234c1f1c1c516c45fda6d513110a8d7861600f2612ea7c25e143c6fe,,False
343,343,343,343,DeepDriving: Learning Affordance for Direct Perception in Autonomous Driving,deepdriving.cs.princeton.edu/DeepDrivingCode_v2.zip,1.2,1/1/2015,zip,,public,,2,"Source Code and Setup File, map an input image to a small number of key perception indicators that directly relate to the affordance of a road/traffic state for driving",,Automotive,"Convolutional Neural Network, direct perception based approach",image,P1078,Self-driving cars,,,,,63fc16f74b42a33b0a80742e39f2e64329e0f3ab3d447e6ec678f2dcac33a31e,,False
344,344,344,344,DeepDriving: Learning Affordance for Direct Perception in Autonomous Driving,deepdriving.cs.princeton.edu/TORCS_trainset.zip,50.2,1/1/2015,zip,,public,,inital,"the images are in the integer data field, while the corresponding labels are in the float data field",,Automotive,"Convolutional Neural Network, direct perception based approach",image,P1078,Self-driving cars,,,,,1c0a714917c1bcdb47f0203e9a35d2550aca86ea4ae0734d5e1e3f20328b4b50,,False
345,345,345,345,DeepDriving: Learning Affordance for Direct Perception in Autonomous Driving,deepdriving.cs.princeton.edu/TORCS_baseline_testset.zip,8.2,1/1/2015,zip,,public,,inital,A fixed testset to compare with the baselines,Our real testing is to let the ConvNet to drive the car in the game. So the testing images are generated on-the-fly,Automotive,"Convolutional Neural Network, direct perception based approach",GIST,P1078,Self-driving cars,,,,,6d01a627f7102c7c58c4a4afce867cc24f2fb427cf05fe8272b04e61c52da30b,,False
346,346,346,346,the comma.ai driving dataset,https://archive.org/download/comma-dataset/comma-dataset.zip,45.0,8/2/2016,zip,Creative Commons Attribution License,public,,inital,7 and a quarter hours of largely highway driving. Enough to train what we had in Bloomberg.,,Automotive,"speed, acceleration, steering angle, GPS coordinates, gyroscope angles",video,P1080,Self-driving cars,,,,,649122f9361d78dfac7d2f754b7ba7daa773691e774f02e7c52b4e5e717915c1,,False
347,347,347,347,1 iROADS Dataset (Intercity Roads and Adverse Driving Scenarios),https://www.cs.auckland.ac.nz/~m.rezaei/Publications/iROADS%20Dataset-Full%20Set.zip,1.5,v1,zip,,public,,initial,"Images: Daylight 903, Night 1050 , Rainy day 1049, Rainy night 431, Snowy 569, Sun strokes 307, Tunnel 347","Sequence Length (Frames): 4656, Colour / Grey Colour, Colour Depth: 24‐bit, Resolution (pixels): 640 x 360, Stereo Rectified: NA, Ego‐motion data: NA",Automotive,"various daytimes, different weather conditions, light, sun, rain, clouds",image,P1081,Self-driving cars,,,,,10dbf9a29cd54cbe2d1380b44bfe0fe8ef798536852a3f8960e69fd0d55f8445,,False
348,348,348,348,Places,http://places.csail.mit.edu/model/placesCNN_upgraded.tar.gz,0.234,v1,gzip,proprietary,public,,,"205 scene categories and 2.5 millions of images with a category label. Using convolutional neural network (CNN), we learn deep scene features for scene recognition tasks, and establish new state-of-the-art performances on scene-centric benchmarks.",,Electronics,Machine learning,image,p3141,Computer Vision,,,,,90bc2c5d40f90778d1578a176c923d5358ee10097a2a86cdb02333eb550b5140,,False
349,349,349,349,AN4,http://www.speech.cs.cmu.edu/databases/an4/an4_raw.bigendian.tar.gz,0.095,v1,gzip,proprietary,public,,,948 training and 130 test utterances,,Electronics,Machine learning,audio,p3142,Computer Vision,,,,,4f3483260042dcdf56c0e2f624125dd55aacb6001fcf0ef86d4ffe8a4a9fb01b,,False
350,350,350,350,BSDS images,https://www2.eecs.berkeley.edu/Research/Projects/CS/vision/bsds/BSDS300-images.tgz,0.022,v1,tar,proprietary,public,,,"12,000 hand-labeled segmentations of 1,000 Corel dataset images from 30 human subjects. Half of the segmentations were obtained from presenting the subject with a color image; the other half from presenting a grayscale image. The public benchmark based on this data consists of all of the grayscale and color segmentations for 300 images. The images are divided into a training set of 200 images, and a test set of 100 images.",,Electronics,Machine learning,image,p3143,Computer Vision,,,,,86561d06f658e1f1897cbd0698594282d4e5ece62758a0dd3bb12246458d6076,,False
351,351,351,351,BSDS segmentations,https://www2.eecs.berkeley.edu/Research/Projects/CS/vision/bsds/BSDS300-human.tgz,0.098,v1,tar,proprietary,public,,,"12,000 hand-labeled segmentations of 1,000 Corel dataset images from 30 human subjects. Half of the segmentations were obtained from presenting the subject with a color image; the other half from presenting a grayscale image. The public benchmark based on this data consists of all of the grayscale and color segmentations for 300 images. The images are divided into a training set of 200 images, and a test set of 100 images.",,Electronics,Machine learning,text,p3143,Computer Vision,,,,,72762cb193eebb1a8031ac135286ea22deec39c1cc62770fce088cabde7dcdec,,False
352,352,352,352,CIFAR-10,https://www.cs.toronto.edu/~kriz/cifar.html,0.18600000000000005,v1,gzip,proprietary,public,,,"The dataset is divided into five training batches and one test batch, each with 10000 images. The test batch contains exactly 1000 randomly-selected images from each class. The training batches contain the remaining images in random order, but some training batches may contain more images from one class than another. Between them, the training batches contain exactly 5000 images from each class.",,Electronics,Machine learning,image,p3144,Computer Vision,,,,,a3da953bb2e5028244186dbf442130e6efa7e7342580b84781833094c345e4a6,,False
353,353,353,353,Oxford 102 Flowers 01,http://www.robots.ox.ac.uk/~vgg/data/flowers/102/102flowers.tgz,0.363,v1,gzip,proprietary,public,,,This set contains images of flowers belonging to 102 different categories. The images were acquired by searching the web and taking pictures. There are a minimum of 40 images for each category.,images,Electronics,Machine learning,image,p3145,Computer Vision,,,,,fd1df169f037ea3bc82943e7cae8a3457ba8e38834e04150e42a8645b6292bb1,,False
354,354,354,354,Oxford 102 Flowers 02,http://www.robots.ox.ac.uk/~vgg/data/flowers/102/102segmentations.tgz,0.25,v1,gzip,proprietary,public,,,This set contains images of flowers belonging to 102 different categories. The images were acquired by searching the web and taking pictures. There are a minimum of 40 images for each category.,segmentations,Electronics,Machine learning,text,p3145,Computer Vision,,,,,332a36a996509f2042a39d8b8230689d12a88c7b053a2069fc096c0f3d9680a0,,False
355,355,355,355,Annotated Driving Dataset,bit.ly/udacity-annoations-crowdai,1.5,v1,tar,,public,,,"Mountain View California and neighboring cities during daylight conditions. 65,000 labels across 9,423 frames collected from a Point Grey research cameras running at full resolution of 1920x1200 at 2hz.",,automotive ,"Car, Truck, Pedestrian",text,p1083,,,,,,75a98139c09079873fe42daef9feeece6202e2093219797ce98af67594f8072f,,False
356,356,356,356,Annotated Driving Dataset,bit.ly/udacity-annotations-autti,3.3,v1,tar,,public,,," Mountain View California and neighboring cities during daylight conditions. 15,000 frames collected from a Point Grey research cameras running at full resolution of 1920x1200 at 2hz.",,automotive ,"Car, Truck, Pedestrian",text,p1084,,,,,,70ff95ad21bd5be89c9954bb4ba0e204e7e377adb82a22682cdb2d1ed431bef7,,False
357,357,357,357,Velodyne SLAM - Dataset,www.mrt.kit.edu/z/publ/download/velodyneslam/data/result_scenario1.zip,0.236,v1,zip,,public,,,"recorded with the Velodyne HDL64E-S2 scanner in the city of Karlsruhe, Germany",scenario 1,automotive ,,p3d,p1085,,,,,,eada246db37c8daa7e147c9a198578e2478a5b9b16d8a69344091813bed54f51,,False
358,358,358,358,Velodyne SLAM - Dataset,www.mrt.kit.edu/z/publ/download/velodyneslam/data/result_scenario2.zip,0.18,v1,zip,,public,,,"recorded with the Velodyne HDL64E-S2 scanner in the city of Karlsruhe, Germany",scenario 2,automotive ,,p3d,p1086,,,,,,3ee429adf60badec72943231d03b7a12166dd8e0a989deecfb878b00bf66c93c,,False
359,359,359,359,The Málaga Stereo and Laser Urban Data Set,http://ingmec.ual.es/~jlblanco/malaga-urban-dataset/extracts/malaga-urban-dataset-extract-01.zip,0.883,v3,zip,,,,,"This dataset was gathered entirely in urban scenarios with a car equipped with several sensors, including one stereo camera (Bumblebee2) and five laser scanners. One distinctive feature of the present dataset is the existence of high-resolution stereo images grabbed at high rate (20fps) during a 36.8km trajectory, turning the dataset into a suitable benchmark for a variety of computer vision techniques. Both plain text and binary files are provided, as well as open source tools for working with the binary versions.",,Travel and transportation,"urban, stereo camera, high-resolution stero images","image, .rawlog",P5001,Robotics,,,,,31a9f0872364cf32f0145809194852ab8846e37ce3e18968439f1f06fb3b6b11,,False
360,360,360,360,The Málaga Stereo and Laser Urban Data Set,http://ingmec.ual.es/~jlblanco/malaga-urban-dataset/extracts/malaga-urban-dataset-extract-02.zip,2.0,v3,zip,,,,,"This dataset was gathered entirely in urban scenarios with a car equipped with several sensors, including one stereo camera (Bumblebee2) and five laser scanners. One distinctive feature of the present dataset is the existence of high-resolution stereo images grabbed at high rate (20fps) during a 36.8km trajectory, turning the dataset into a suitable benchmark for a variety of computer vision techniques. Both plain text and binary files are provided, as well as open source tools for working with the binary versions.",,Travel and transportation,"urban, stereo camera, high-resolution stero images","image, .rawlog",P5001,Robotics,,,,,774878ba4fb64d27644cb95077710f6e378631a7003b22a8d402adeddc72fdcf,,False
361,361,361,361,The Málaga Stereo and Laser Urban Data Set,http://ingmec.ual.es/~jlblanco/malaga-urban-dataset/extracts/malaga-urban-dataset-extract-03.zip,0.7959999999999999,v3,zip,,,,,"This dataset was gathered entirely in urban scenarios with a car equipped with several sensors, including one stereo camera (Bumblebee2) and five laser scanners. One distinctive feature of the present dataset is the existence of high-resolution stereo images grabbed at high rate (20fps) during a 36.8km trajectory, turning the dataset into a suitable benchmark for a variety of computer vision techniques. Both plain text and binary files are provided, as well as open source tools for working with the binary versions.",,Travel and transportation,"urban, stereo camera, high-resolution stero images","image, .rawlog",P5001,Robotics,,,,,3069f54347968eb0b0ae6f8455eeeba994de0fc7a1b84c0cbc6ea2a6e8858929,,False
362,362,362,362,The Málaga Stereo and Laser Urban Data Set,http://ingmec.ual.es/~jlblanco/malaga-urban-dataset/extracts/malaga-urban-dataset-extract-04.zip,0.653,v3,zip,,,,,"This dataset was gathered entirely in urban scenarios with a car equipped with several sensors, including one stereo camera (Bumblebee2) and five laser scanners. One distinctive feature of the present dataset is the existence of high-resolution stereo images grabbed at high rate (20fps) during a 36.8km trajectory, turning the dataset into a suitable benchmark for a variety of computer vision techniques. Both plain text and binary files are provided, as well as open source tools for working with the binary versions.",,Travel and transportation,"urban, stereo camera, high-resolution stero images","image, .rawlog",P5001,Robotics,,,,,fdcf20a20bee674b112aaa22a89af36e58fb964f03ef1daaa2168ac995272fdc,,False
363,363,363,363,The Málaga Stereo and Laser Urban Data Set,http://ingmec.ual.es/~jlblanco/malaga-urban-dataset/extracts/malaga-urban-dataset-extract-05.zip,4.4,v3,zip,,,,,"This dataset was gathered entirely in urban scenarios with a car equipped with several sensors, including one stereo camera (Bumblebee2) and five laser scanners. One distinctive feature of the present dataset is the existence of high-resolution stereo images grabbed at high rate (20fps) during a 36.8km trajectory, turning the dataset into a suitable benchmark for a variety of computer vision techniques. Both plain text and binary files are provided, as well as open source tools for working with the binary versions.",,Travel and transportation,"urban, stereo camera, high-resolution stero images","image, .rawlog",P5001,Robotics,,,,,c44421bc638b7c373f534f22ed495a9f0c292d971b25e677c38ddc82d7cfa839,,False
364,364,364,364,The Málaga Stereo and Laser Urban Data Set,http://ingmec.ual.es/~jlblanco/malaga-urban-dataset/extracts/malaga-urban-dataset-extract-06.zip,4.4,v3,zip,,,,,"This dataset was gathered entirely in urban scenarios with a car equipped with several sensors, including one stereo camera (Bumblebee2) and five laser scanners. One distinctive feature of the present dataset is the existence of high-resolution stereo images grabbed at high rate (20fps) during a 36.8km trajectory, turning the dataset into a suitable benchmark for a variety of computer vision techniques. Both plain text and binary files are provided, as well as open source tools for working with the binary versions.",,Travel and transportation,"urban, stereo camera, high-resolution stero images","image, .rawlog",P5001,Robotics,,,,,ba7a5dea415aa7ff2339664af86232e5a3f23d59faa5306186fa22f898023696,,False
365,365,365,365,The Málaga Stereo and Laser Urban Data Set,http://ingmec.ual.es/~jlblanco/malaga-urban-dataset/extracts/malaga-urban-dataset-extract-07.zip,2.2,v3,zip,,,,,"This dataset was gathered entirely in urban scenarios with a car equipped with several sensors, including one stereo camera (Bumblebee2) and five laser scanners. One distinctive feature of the present dataset is the existence of high-resolution stereo images grabbed at high rate (20fps) during a 36.8km trajectory, turning the dataset into a suitable benchmark for a variety of computer vision techniques. Both plain text and binary files are provided, as well as open source tools for working with the binary versions.",,Travel and transportation,"urban, stereo camera, high-resolution stero images","image, .rawlog",P5001,Robotics,,,,,1c1188f583071ae0f5326c50d3b3ed558b3a313238aa166c12eca6eed17a4379,,False
366,366,366,366,The Málaga Stereo and Laser Urban Data Set,http://ingmec.ual.es/~jlblanco/malaga-urban-dataset/extracts/malaga-urban-dataset-extract-08.zip,10.0,v3,zip,,,,,"This dataset was gathered entirely in urban scenarios with a car equipped with several sensors, including one stereo camera (Bumblebee2) and five laser scanners. One distinctive feature of the present dataset is the existence of high-resolution stereo images grabbed at high rate (20fps) during a 36.8km trajectory, turning the dataset into a suitable benchmark for a variety of computer vision techniques. Both plain text and binary files are provided, as well as open source tools for working with the binary versions.",,Travel and transportation,"urban, stereo camera, high-resolution stero images","image, .rawlog",P5001,Robotics,,,,,20afac48c9518b003d6cd68fc0c31e7881cedab7ef4a161c6fc5206b4958b6b0,,False
367,367,367,367,The Málaga Stereo and Laser Urban Data Set,http://ingmec.ual.es/~jlblanco/malaga-urban-dataset/extracts/malaga-urban-dataset-extract-09.zip,0.968,v3,zip,,,,,"This dataset was gathered entirely in urban scenarios with a car equipped with several sensors, including one stereo camera (Bumblebee2) and five laser scanners. One distinctive feature of the present dataset is the existence of high-resolution stereo images grabbed at high rate (20fps) during a 36.8km trajectory, turning the dataset into a suitable benchmark for a variety of computer vision techniques. Both plain text and binary files are provided, as well as open source tools for working with the binary versions.",,Travel and transportation,"urban, stereo camera, high-resolution stero images","image, .rawlog",P5001,Robotics,,,,,0c65ca0c9fd765937c5872b5f3a1d6ca60981f70682454ed141483cd55170869,,False
368,368,368,368,The Málaga Stereo and Laser Urban Data Set,http://ingmec.ual.es/~jlblanco/malaga-urban-dataset/extracts/malaga-urban-dataset-extract-10.zip,17.0,v3,zip,,,,,"This dataset was gathered entirely in urban scenarios with a car equipped with several sensors, including one stereo camera (Bumblebee2) and five laser scanners. One distinctive feature of the present dataset is the existence of high-resolution stereo images grabbed at high rate (20fps) during a 36.8km trajectory, turning the dataset into a suitable benchmark for a variety of computer vision techniques. Both plain text and binary files are provided, as well as open source tools for working with the binary versions.",,Travel and transportation,"urban, stereo camera, high-resolution stero images","image, .rawlog",P5001,Robotics,,,,,139e69f0f4531107a37daefeb153a4f0a882523d06091e8c516ccaccc1d158a5,,False
369,369,369,369,The Málaga Stereo and Laser Urban Data Set,http://ingmec.ual.es/~jlblanco/malaga-urban-dataset/extracts/malaga-urban-dataset-extract-11.zip,2.3,v3,zip,,,,,"This dataset was gathered entirely in urban scenarios with a car equipped with several sensors, including one stereo camera (Bumblebee2) and five laser scanners. One distinctive feature of the present dataset is the existence of high-resolution stereo images grabbed at high rate (20fps) during a 36.8km trajectory, turning the dataset into a suitable benchmark for a variety of computer vision techniques. Both plain text and binary files are provided, as well as open source tools for working with the binary versions.",,Travel and transportation,"urban, stereo camera, high-resolution stero images","image, .rawlog",P5001,Robotics,,,,,4de05235f7c284e141736e4e68077da8db04898aba4e7dbc3f0e2641818629bb,,False
370,370,370,370,The Málaga Stereo and Laser Urban Data Set,http://ingmec.ual.es/~jlblanco/malaga-urban-dataset/extracts/malaga-urban-dataset-extract-12.zip,8.5,v3,zip,,,,,"This dataset was gathered entirely in urban scenarios with a car equipped with several sensors, including one stereo camera (Bumblebee2) and five laser scanners. One distinctive feature of the present dataset is the existence of high-resolution stereo images grabbed at high rate (20fps) during a 36.8km trajectory, turning the dataset into a suitable benchmark for a variety of computer vision techniques. Both plain text and binary files are provided, as well as open source tools for working with the binary versions.",,Travel and transportation,"urban, stereo camera, high-resolution stero images","image, .rawlog",P5001,Robotics,,,,,3b881e8115a66467716771cad475ee74607806759fa470604dfa54c359a17521,,False
371,371,371,371,The Málaga Stereo and Laser Urban Data Set,http://ingmec.ual.es/~jlblanco/malaga-urban-dataset/extracts/malaga-urban-dataset-extract-13.zip,33.0,v3,zip,,,,,"This dataset was gathered entirely in urban scenarios with a car equipped with several sensors, including one stereo camera (Bumblebee2) and five laser scanners. One distinctive feature of the present dataset is the existence of high-resolution stereo images grabbed at high rate (20fps) during a 36.8km trajectory, turning the dataset into a suitable benchmark for a variety of computer vision techniques. Both plain text and binary files are provided, as well as open source tools for working with the binary versions.",,Travel and transportation,"urban, stereo camera, high-resolution stero images","image, .rawlog",P5001,Robotics,,,,,984a8ffbe4d6fea13e10cf56d0b52985526cf41f6b00505a9af2cabbd8cc2334,,False
372,372,372,372,The Málaga Stereo and Laser Urban Data Set,http://ingmec.ual.es/~jlblanco/malaga-urban-dataset/extracts/malaga-urban-dataset-extract-14.zip,1.9,v3,zip,,,,,"This dataset was gathered entirely in urban scenarios with a car equipped with several sensors, including one stereo camera (Bumblebee2) and five laser scanners. One distinctive feature of the present dataset is the existence of high-resolution stereo images grabbed at high rate (20fps) during a 36.8km trajectory, turning the dataset into a suitable benchmark for a variety of computer vision techniques. Both plain text and binary files are provided, as well as open source tools for working with the binary versions.",,Travel and transportation,"urban, stereo camera, high-resolution stero images","image, .rawlog",P5001,Robotics,,,,,94262834b91ed719437d496897dfd0d8d38fe133fab6e8c116fe76acd643d808,,False
373,373,373,373,The Málaga Stereo and Laser Urban Data Set,http://ingmec.ual.es/~jlblanco/malaga-urban-dataset/extracts/malaga-urban-dataset-extract-15.zip,1.3,v3,zip,,,,,"This dataset was gathered entirely in urban scenarios with a car equipped with several sensors, including one stereo camera (Bumblebee2) and five laser scanners. One distinctive feature of the present dataset is the existence of high-resolution stereo images grabbed at high rate (20fps) during a 36.8km trajectory, turning the dataset into a suitable benchmark for a variety of computer vision techniques. Both plain text and binary files are provided, as well as open source tools for working with the binary versions.",,Travel and transportation,"urban, stereo camera, high-resolution stero images","image, .rawlog",P5001,Robotics,,,,,c7897bbeceaf19598b03813df1759e0a3c4eba57a3a568aacd8910f89ce62cee,,False
374,374,374,374,Dataset for Mobile Robotics Olfaction,http://sourceforge.net/projects/mrpt/files/Datasets%20%28Rawlogs%29/Datasets/DataSet_for_Odor_Classification.tar.gz/download,0.0107,v1,gzip,,,,,A collectionof 3 data-sets for Odor Classification with a Mobile Robot: Classification_DataSet_1 --> Controlled gas pulses. Classification_DataSet_2 --> Classification with different gas sensors (MCE-nose). Classification_DataSet_3 --> Classification in turbulent environments.,,Electronics,"eNose, gas, odor","text, .rawlog",P5002,Robotics,,,,,3610d2d5b96dbaf95490badaa1c019fe29f2634d4af4d8bb2e2d49551feb6d65,,False
375,375,375,375,Collection of Kinect (RGB+D) datasets with 6D ground truth,http://downloads.sourceforge.net/project/mrpt/Datasets%20%28Rawlogs%29/Datasets/RGBD-datasets/rawlog_rgbd_dataset_freiburg1_360.tgz,0.4,v1,tgz,Creative Commons Attribution License,,,,"This dataset is a derived work from the collection [1] published by the CVPR team in the TUM University. According to the original ""Creative Commons Attribution"" license, this derived work is also released under identical terms. The dataset has been converted into the Rawlog format [2] and published in the aim of it being useful to MRPT users. It can be visualized and manipulated with MRPT tools, available for download at [3].",,Travel and transportation,"Kinect, 6D, ground truth","image, .rawlog",P5003,Robotics,,,,,80d5a0de3137edb48023984050e86874341b4d1eb1e37e489c7fd7d3190e996d,,False
376,376,376,376,Collection of Kinect (RGB+D) datasets with 6D ground truth,http://downloads.sourceforge.net/project/mrpt/Datasets%20%28Rawlogs%29/Datasets/RGBD-datasets/rawlog_rgbd_dataset_freiburg1_desk2.tgz,0.3,v1,tgz,Creative Commons Attribution License,,,,"This dataset is a derived work from the collection [1] published by the CVPR team in the TUM University. According to the original ""Creative Commons Attribution"" license, this derived work is also released under identical terms. The dataset has been converted into the Rawlog format [2] and published in the aim of it being useful to MRPT users. It can be visualized and manipulated with MRPT tools, available for download at [3].",,Travel and transportation,"Kinect, 6D, ground truth","image, .rawlog",P5003,Robotics,,,,,570ac13ad3f4d3687d62ebd8c8890f67092c406042990bd61b50b99e56110d6d,,False
377,377,377,377,Collection of Kinect (RGB+D) datasets with 6D ground truth,http://downloads.sourceforge.net/project/mrpt/Datasets%20%28Rawlogs%29/Datasets/RGBD-datasets/rawlog_rgbd_dataset_freiburg1_desk.tgz,0.3,v1,tgz,Creative Commons Attribution License,,,,"This dataset is a derived work from the collection [1] published by the CVPR team in the TUM University. According to the original ""Creative Commons Attribution"" license, this derived work is also released under identical terms. The dataset has been converted into the Rawlog format [2] and published in the aim of it being useful to MRPT users. It can be visualized and manipulated with MRPT tools, available for download at [3].",,Travel and transportation,"Kinect, 6D, ground truth","image, .rawlog",P5003,Robotics,,,,,33a4b8c38fb9d99b17fe595e105442b97d425d571b3fe1d7a432da5c4304b03c,,False
378,378,378,378,Collection of Kinect (RGB+D) datasets with 6D ground truth,http://downloads.sourceforge.net/project/mrpt/Datasets%20%28Rawlogs%29/Datasets/RGBD-datasets/rawlog_rgbd_dataset_freiburg1_floor.tgz,0.7,v1,tgz,Creative Commons Attribution License,,,,"This dataset is a derived work from the collection [1] published by the CVPR team in the TUM University. According to the original ""Creative Commons Attribution"" license, this derived work is also released under identical terms. The dataset has been converted into the Rawlog format [2] and published in the aim of it being useful to MRPT users. It can be visualized and manipulated with MRPT tools, available for download at [3].",,Travel and transportation,"Kinect, 6D, ground truth","image, .rawlog",P5003,Robotics,,,,,8636147264c682ddb8682fc3d86a1d82b1de41a638c677229f2e5b9e11179bc5,,False
379,379,379,379,Collection of Kinect (RGB+D) datasets with 6D ground truth,http://downloads.sourceforge.net/project/mrpt/Datasets%20%28Rawlogs%29/Datasets/RGBD-datasets/rawlog_rgbd_dataset_freiburg1_ir_calibration.tgz,0.6,v1,tgz,Creative Commons Attribution License,,,,"This dataset is a derived work from the collection [1] published by the CVPR team in the TUM University. According to the original ""Creative Commons Attribution"" license, this derived work is also released under identical terms. The dataset has been converted into the Rawlog format [2] and published in the aim of it being useful to MRPT users. It can be visualized and manipulated with MRPT tools, available for download at [3].",,Travel and transportation,"Kinect, 6D, ground truth","image, .rawlog",P5003,Robotics,,,,,d63ef6fc68f015cf72c2a3cf4a76d1e134a287eecc187ae12c5a6b573dbfdf93,,False
380,380,380,380,Collection of Kinect (RGB+D) datasets with 6D ground truth,http://downloads.sourceforge.net/project/mrpt/Datasets%20%28Rawlogs%29/Datasets/RGBD-datasets/rawlog_rgbd_dataset_freiburg1_plant.tgz,0.7,v1,tgz,Creative Commons Attribution License,,,,"This dataset is a derived work from the collection [1] published by the CVPR team in the TUM University. According to the original ""Creative Commons Attribution"" license, this derived work is also released under identical terms. The dataset has been converted into the Rawlog format [2] and published in the aim of it being useful to MRPT users. It can be visualized and manipulated with MRPT tools, available for download at [3].",,Travel and transportation,"Kinect, 6D, ground truth","image, .rawlog",P5003,Robotics,,,,,51f07e7778f31f1cc0a0852cefd006b9434656866fdef61d7d3cf38e0c129b21,,False
